Facility_ID,Hospital_Type,Procedure_Category,Operative_Procedure,Procedure_Count,Infection_Count,SSI_ratio,Performance
30000124, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,19.0,0.0,0.0,Good
930000066, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,30.0,1.0,3.3333333333333335,Bad
930000157, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
930000081, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,32.0,0.0,0.0,Good
930000100, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,33.0,0.0,0.0,Good
930000101, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,214.0,1.0,0.46728971962616817,Good
930000091, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,21.0,1.0,4.761904761904762,Bad
110000041, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,10.0,0.0,0.0,Good
240000046, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,24.0,0.0,0.0,Good
70000133, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,64.0,0.0,0.0,Good
230000261, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,25.0,0.0,0.0,Good
250000049, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,108.0,0.0,0.0,Good
60000063, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,43.0,0.0,0.0,Good
40000126, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,22.0,1.0,4.545454545454546,Bad
930000128, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,36.0,0.0,0.0,Good
220000029, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,6.0,0.0,0.0,Good
930000104, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,22.0,0.0,0.0,Good
70000147, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,24.0,1.0,4.166666666666666,Bad
240000053, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,34.0,0.0,0.0,Good
930000125, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,3.0,0.0,0.0,Good
930000041, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,14.0,1.0,7.142857142857142,Bad
250000101, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
30000135, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,22.0,0.0,0.0,Good
220000007, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,9.0,0.0,0.0,Good
930000123, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,49.0,1.0,2.0408163265306123,Good
80000147, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,305.0,0.0,0.0,Good
60000062, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,25.0,0.0,0.0,Good
90000146, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
930000096, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,102.0,0.0,0.0,Good
220000017, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,106.0,0.0,0.0,Good
930000027, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
60000066, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
60000060, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,46.0,0.0,0.0,Good
930000108, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
110000010, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,12.0,0.0,0.0,Good
110000378, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
930000111, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,12.0,0.0,0.0,Good
930000112, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,3.0,0.0,0.0,Good
110000982, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,3.0,0.0,0.0,Good
140000704, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,15.0,0.0,0.0,Good
30000131, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
60000208, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,515.0,2.0,0.3883495145631068,Good
60000073, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,18.0,0.0,0.0,Good
930000052, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
930000099, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,123.0,0.0,0.0,Good
930000057, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
930000133, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,27.0,0.0,0.0,Good
930000077, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,150.0,0.0,0.0,Good
630013873, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,32.0,1.0,3.125,Bad
90000145, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,6.0,0.0,0.0,Good
250000044, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,160.0,0.0,0.0,Good
110000040, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
930000105, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
50000280, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,173.0,0.0,0.0,Good
140001268, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,31.0,0.0,0.0,Good
80000022, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,133.0,2.0,1.5037593984962405,Good
240000104, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,22.0,0.0,0.0,Good
930000103, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,170.0,0.0,0.0,Good
220000030, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,27.0,0.0,0.0,Good
140000797, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,91.0,0.0,0.0,Good
30000108, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,10.0,0.0,0.0,Good
30000109, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,15.0,1.0,6.666666666666667,Bad
110000049, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
30000149, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
140000016, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,6.0,0.0,0.0,Good
70000959, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
30000151, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,141.0,0.0,0.0,Good
70000635, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,83.0,0.0,0.0,Good
30000134, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,181.0,0.0,0.0,Good
110000068, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,8.0,1.0,12.5,Bad
630011844, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
30000141, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,7.0,0.0,0.0,Good
630014442, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,23.0,0.0,0.0,Good
930000127, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,242.0,2.0,0.8264462809917356,Good
80000152, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,121.0,0.0,0.0,Good
120001467, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
50000037, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
930000187, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,17.0,1.0,5.88235294117647,Bad
930000129, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,18.0,0.0,0.0,Good
630010957, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
110000007, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,162.0,0.0,0.0,Good
30000037, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,246.0,0.0,0.0,Good
60000068, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,29.0,0.0,0.0,Good
60000067, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,196.0,1.0,0.5102040816326531,Good
80000150, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,17.0,0.0,0.0,Good
80000149, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,189.0,2.0,1.0582010582010581,Good
90000016, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,16.0,0.0,0.0,Good
220000025, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
220000026, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,9.0,0.0,0.0,Good
90000021, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,41.0,1.0,2.4390243902439024,Good
90000033, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
80001470, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
80000036, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,256.0,2.0,0.78125,Good
230000016, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,7.0,0.0,0.0,Good
230000262, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,3.0,0.0,0.0,Good
30000143, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,22.0,0.0,0.0,Good
50000031, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,7.0,0.0,0.0,Good
110000056, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,45.0,0.0,0.0,Good
60000021, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
930000015, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,170.0,0.0,0.0,Good
930000064, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,3.0,0.0,0.0,Good
250000507, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,10.0,0.0,0.0,Good
250000344, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,542.0,0.0,0.0,Good
50000026, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,13.0,0.0,0.0,Good
50000035, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,121.0,0.0,0.0,Good
140000041, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,6.0,0.0,0.0,Good
230000020, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,6.0,0.0,0.0,Good
110000067, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,28.0,0.0,0.0,Good
930000035, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,12.0,0.0,0.0,Good
120000701, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,108.0,1.0,0.9259259259259258,Good
230000010, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,30.0,0.0,0.0,Good
40000113, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,13.0,0.0,0.0,Good
630015029, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,12.0,1.0,8.333333333333332,Bad
70000150, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,16.0,0.0,0.0,Good
30000130, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,54.0,1.0,1.8518518518518516,Good
140000191, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,319.0,0.0,0.0,Good
220000010, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
930000050, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,25.0,0.0,0.0,Good
630011745, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,18.0,0.0,0.0,Good
630013398, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,201.0,0.0,0.0,Good
630011959, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,7.0,0.0,0.0,Good
630011683, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,38.0,1.0,2.631578947368421,Good
30000973, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
110000944, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
40000949, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,187.0,0.0,0.0,Good
930000074, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,51.0,0.0,0.0,Good
930001543, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,27.0,0.0,0.0,Good
630011203, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,14.0,0.0,0.0,Good
250000017, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
930000026, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,193.0,1.0,0.5181347150259068,Good
60000015, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,3.0,0.0,0.0,Good
930000065, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,21.0,0.0,0.0,Good
60000014, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,100.0,1.0,1.0,Good
60001022, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,12.0,1.0,8.333333333333332,Bad
930000063, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,7.0,0.0,0.0,Good
70000142, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
140001086, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,268.0,1.0,0.3731343283582089,Good
80000045, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,40.0,0.0,0.0,Good
110000508, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,25.0,0.0,0.0,Good
30000133, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,411.0,0.0,0.0,Good
30000123, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,318.0,1.0,0.3144654088050315,Good
930000092, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
40000110, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
60000035, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
30000121, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
930000044, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,315.0,0.0,0.0,Good
110000953, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,1.0,20.0,Bad
50000009, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
50000021, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,272.0,1.0,0.3676470588235294,Good
40000111, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,25.0,0.0,0.0,Good
110000021, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,26.0,0.0,0.0,Good
930000071, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,865.0,2.0,0.23121387283236997,Good
50000020, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,38.0,0.0,0.0,Good
60000025, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,13.0,1.0,7.6923076923076925,Bad
930000095, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,20.0,0.0,0.0,Good
50000018, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
630012971, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,13.0,0.0,0.0,Good
930000047, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,15.0,0.0,0.0,Good
60000024, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,10.0,0.0,0.0,Good
120001444, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,33.0,0.0,0.0,Good
930000290, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,21.0,0.0,0.0,Good
930000076, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,664.0,1.0,0.15060240963855423,Good
140000190, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,16.0,1.0,6.25,Bad
220000009, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,278.0,1.0,0.3597122302158274,Good
930000085, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
140000118, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,11.0,0.0,0.0,Good
70000153, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,235.0,2.0,0.851063829787234,Good
120000319, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
930000036, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,70.0,0.0,0.0,Good
930000132, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,12.0,0.0,0.0,Good
930000070, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,12.0,0.0,0.0,Good
60000006, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,117.0,0.0,0.0,Good
930000022, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,15.0,0.0,0.0,Good
930000012, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
30000114, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
120000338, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,18.0,0.0,0.0,Good
120001330, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
930000008, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,44.0,0.0,0.0,Good
60000074, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
40000095, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,150.0,2.0,1.3333333333333335,Good
90000013, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,10.0,0.0,0.0,Good
140000425, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,129.0,2.0,1.550387596899225,Good
930000005, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,22.0,0.0,0.0,Good
110000070, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,45.0,0.0,0.0,Good
110000058, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,32.0,0.0,0.0,Good
30001799, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
50000455, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,9.0,0.0,0.0,Good
30000139, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,9.0,0.0,0.0,Good
630012960, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,19.0,0.0,0.0,Good
930000059, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,72.0,1.0,1.3888888888888888,Good
120000404, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,12.0,0.0,0.0,Good
30000901, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,12.0,0.0,0.0,Good
140000012, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,7.0,0.0,0.0,Good
930000068, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,15.0,0.0,0.0,Good
930000114, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,8.0,0.0,0.0,Good
240000082, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,8.0,0.0,0.0,Good
930000093, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,30.0,0.0,0.0,Good
70000141, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,2.0,0.0,0.0,Good
930000058, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,31.0,0.0,0.0,Good
60000058, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
40001397, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,723.0,4.0,0.5532503457814661,Good
50000016, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,9.0,0.0,0.0,Good
60000011, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,353.0,0.0,0.0,Good
930000056, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,8.0,0.0,0.0,Good
230000013, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,308.0,0.0,0.0,Good
30000125, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,22.0,0.0,0.0,Good
90000040, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,6.0,0.0,0.0,Good
930000082, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
70000136, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,10.0,0.0,0.0,Good
140000183, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,18.0,0.0,0.0,Good
70000139, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,16.0,0.0,0.0,Good
30000122, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,270.0,0.0,0.0,Good
30000118, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,61.0,0.0,0.0,Good
240001330, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,1.0,0.0,0.0,Good
250000008, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,93.0,0.0,0.0,Good
120000336, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,23.0,1.0,4.3478260869565215,Bad
30000117, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,136.0,0.0,0.0,Good
250000006, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,3.0,0.0,0.0,Good
140000195, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,10.0,0.0,0.0,Good
70000137, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,193.0,1.0,0.5181347150259068,Good
70001351, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,137.0,0.0,0.0,Good
70000155, Less than 125 Beds,Gastrointestinal Procedures,Gastric surgery,5.0,0.0,0.0,Good
930000028, 250+ Beds,Gastrointestinal Procedures,Gastric surgery,31.0,0.0,0.0,Good
930000151, 125-250 Beds,Gastrointestinal Procedures,Gastric surgery,4.0,0.0,0.0,Good
930000044, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,53.0,0.0,0.0,Good
110000953, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,31.0,0.0,0.0,Good
50000009, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,35.0,0.0,0.0,Good
50000021, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,300.0,0.0,0.0,Good
40000111, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,119.0,0.0,0.0,Good
110000021, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,79.0,0.0,0.0,Good
50000020, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,200.0,0.0,0.0,Good
930000085, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,73.0,0.0,0.0,Good
60000025, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,178.0,1.0,0.5617977528089888,Good
930000095, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,353.0,1.0,0.28328611898017,Good
50000018, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,58.0,0.0,0.0,Good
30000121, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,103.0,0.0,0.0,Good
630012971, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,191.0,0.0,0.0,Good
60000024, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,54.0,0.0,0.0,Good
60000028, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,1.0,0.0,0.0,Good
120001444, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,241.0,1.0,0.4149377593360996,Good
930000290, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,178.0,1.0,0.5617977528089888,Good
930000076, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,200.0,2.0,1.0,Good
140000190, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,257.0,1.0,0.38910505836575876,Good
220000009, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,174.0,5.0,2.8735632183908044,Good
30000133, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,272.0,1.0,0.3676470588235294,Good
930000071, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,188.0,0.0,0.0,Good
110000508, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,183.0,0.0,0.0,Good
110000944, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,79.0,1.0,1.2658227848101267,Good
930000047, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,137.0,0.0,0.0,Good
630015029, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,114.0,1.0,0.8771929824561403,Good
60000035, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,67.0,0.0,0.0,Good
930000092, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,64.0,0.0,0.0,Good
930000105, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,26.0,0.0,0.0,Good
30000131, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,13.0,0.0,0.0,Good
110000982, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,32.0,0.0,0.0,Good
930000112, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,46.0,0.0,0.0,Good
930000111, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,162.0,0.0,0.0,Good
110000378, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,34.0,0.0,0.0,Good
110000010, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,87.0,0.0,0.0,Good
930000108, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,102.0,0.0,0.0,Good
240000009, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,61.0,0.0,0.0,Good
60000060, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,232.0,1.0,0.43103448275862066,Good
60000066, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,15.0,0.0,0.0,Good
40000110, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,41.0,0.0,0.0,Good
930000027, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,14.0,0.0,0.0,Good
930000096, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,314.0,0.0,0.0,Good
30000037, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,213.0,1.0,0.4694835680751174,Good
120000701, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,145.0,2.0,1.3793103448275863,Good
230000010, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,196.0,1.0,0.5102040816326531,Good
40000113, 125-250 Beds,Gastrointestinal Procedures,Gallbladder surgery,303.0,0.0,0.0,Good
30000901, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,170.0,1.0,0.5882352941176471,Good
120000404, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,154.0,1.0,0.6493506493506493,Good
30000124, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,105.0,2.0,1.9047619047619049,Good
220000716, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,1.0,0.0,0.0,Good
250000727, Less than 125 Beds,Gastrointestinal Procedures,Gallbladder surgery,86.0,0.0,0.0,Good
30000123, 250+ Beds,Gastrointestinal Procedures,Gallbladder surgery,379.0,2.0,0.5277044854881267,Good
