Year,State,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Hospital_Type,County,Procedure_Count,Infection_Count,Predicted_Infection_Count,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,SIR_2015,"On Track Toward 2020 Goal (0.88, 2017)",Notes
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,060000071,University of California Irvine Medical Center,Acute Care Hospital,Major Teaching,Orange,2,0,0.014,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Abdominal aortic aneurysm repair,930000028,West Hills Hospital & Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,1,0,0.007,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000002,AHMC Anaheim Regional Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,116,0,0.319,0.00,0,11.56,Same,2.87,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,120000411,Adventist Health Bakersfield,Acute Care Hospital,Community (>250 Beds),Kern,163,0,0.557,0.00,0,6.62,Same,1.55,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000044,Adventist Health Clearlake,Critical Access Hospital,Critical Access,Lake,20,0,0.101,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,230000005,Adventist Health Feather River,Acute Care Hospital,Community (<125 Beds),Butte,51,0,0.159,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000059,Adventist Health Glendale,Acute Care Hospital,Community (>250 Beds),Los Angeles,111,0,0.823,0.00,0,4.48,Same,1.22,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630012960,Adventist Health Hanford,Acute Care Hospital,Community (125-250 Beds),Kings,135,0,0.441,0.00,0,8.37,Same,2.65,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000008,Adventist Health Howard Memorial,Critical Access Hospital,Critical Access,Mendocino,23,0,0.104,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030000139,Adventist Health Lodi Memorial,Acute Care Hospital,Community (125-250 Beds),San Joaquin,83,0,0.314,0.00,0,11.75,Same,9.35,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,040000122,Adventist Health Selma,Acute Care Hospital,Community (<125 Beds),Fresno,128,1,0.425,2.35,0.06,13.11,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,050000455,Adventist Health Simi Valley,Acute Care Hospital,Community (125-250 Beds),Ventura,84,0,0.265,0.00,0,13.92,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030001799,Adventist Health Sonora,Acute Care Hospital,Community (<125 Beds),Tuolumne,75,0,0.286,0.00,0,12.9,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000058,Adventist Health St. Helena,Acute Care Hospital,Community (125-250 Beds),Napa,20,0,0.08,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000070,Adventist Health Ukiah Valley,Acute Care Hospital,Community (<125 Beds),Mendocino,54,0,0.166,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000191,Adventist Health White Memorial,Acute Care Hospital,Major Teaching,Los Angeles,123,0,0.885,0.00,0,4.17,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000011,Alameda Hospital,Acute Care Hospital,Community (<125 Beds),Alameda,39,0,0.092,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000005,Alhambra Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,72,0,0.158,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000425,Alta Bates Summit Medical Center,Acute Care Hospital,Community (>250 Beds),Alameda,93,0,0.56,0.00,0,6.59,Same,0.00,Yes,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus",Acute Care Hospital,Community (>250 Beds),Alameda,169,2,0.991,2.02,0.24,7.29,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,090000013,Alvarado Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),San Diego,62,1,0.145,,,,,,,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000074,Anaheim Global Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,25,0,0.067,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000008,Antelope Valley Hospital,Acute Care Hospital,Community (>250 Beds),Los Angeles,151,1,0.79,1.27,0.03,7.05,Same,1.29,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000100,Arrowhead Regional Medical Center,Acute Care Hospital,Major Teaching,San Bernardino,139,0,0.985,0.00,0,3.75,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,120001330,Bakersfield Heart Hospital,Acute Care Hospital,Community (<125 Beds),Kern,19,0,0.043,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,120000338,Bakersfield Memorial Hospital,Acute Care Hospital,Community (>250 Beds),Kern,109,0,0.518,0.00,0,7.12,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,230000008,Banner Lassen Medical Center,Critical Access Hospital,Critical Access,Lassen,13,0,0.037,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000001,Barstow Community Hospital,Acute Care Hospital,Community (<125 Beds),San Bernardino,36,0,0.125,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030000114,Barton Memorial Hospital,Acute Care Hospital,Community (<125 Beds),El Dorado,45,0,0.105,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000012,Beverly Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,80,0,0.194,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000002,"California Hospital Medical Center, Los Angeles",Acute Care Hospital,Major Teaching,Los Angeles,193,1,0.425,2.35,0.06,13.11,Same,2.15,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000002,"California Pacific Medical Center, California West Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,6,0,0.019,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000023,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,60,0,0.208,0.00,0,17.74,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000022,"California Pacific Medical Center, Pacific Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,119,0,0.373,0.00,0,9.89,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000018,"California Pacific Medical Center, St. Luke's Campus Hospital",Acute Care Hospital,Major Teaching,San Francisco,29,0,0.116,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000004,Cedars-Sinai Medical Center,Acute Care Hospital,Major Teaching,Los Angeles,256,4,1.465,2.73,0.87,6.59,Same,1.90,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000022,Centinela Hospital Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,40,0,0.131,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000006,Chapman Global Medical Center,Acute Care Hospital,Community (<125 Beds),Orange,26,0,0.06,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000014,Children's Hospital & Research Center Oakland,Acute Care Hospital,Pediatric,Alameda,2,0,0.005,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000034,Children's Hospital Los Angeles,Acute Care Hospital,Pediatric,Los Angeles,5,0,0.042,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000007,Children's Hospital of Orange County,Acute Care Hospital,Pediatric,Orange,12,0,0.025,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000003,Chinese Hospital,Acute Care Hospital,Community (<125 Beds),San Francisco,20,0,0.049,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000003,Chino Valley Medical Center,Acute Care Hospital,Community (<125 Beds),San Bernardino,102,0,0.237,0.00,0,15.57,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000070,"Citrus Valley Medical Center, IC Campus",Acute Care Hospital,Community (125-250 Beds),Los Angeles,74,0,0.288,0.00,0,12.81,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000132,"Citrus Valley Medical Center, QV Campus",Acute Care Hospital,Community (>250 Beds),Los Angeles,189,0,0.833,0.00,0,4.43,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000036,City of Hope Helford Clinical Research Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,13,0,0.036,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,040000095,Clovis Community Medical Center,Acute Care Hospital,Community (125-250 Beds),Fresno,103,0,0.245,0.00,0,15.06,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000038,Coast Plaza Hospital,Acute Care Hospital,Community (<125 Beds),Los Angeles,27,0,0.081,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000114,College Medical Center,Acute Care Hospital,Community (<125 Beds),Los Angeles,11,0,0.031,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000034,Colorado River Medical Center,Critical Access Hospital,Critical Access,San Bernardino,1,0,0.006,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000082,Community Hospital Long Beach,Acute Care Hospital,Community (<125 Beds),Los Angeles,40,0,0.147,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000040,Community Hospital of Huntington Park,Acute Care Hospital,Community (<125 Beds),Los Angeles,97,0,0.214,0.00,0,17.24,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000082,Community Hospital of San Bernardino,Acute Care Hospital,Community (>250 Beds),San Bernardino,88,0,0.492,0.00,0,7.5,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,070000137,Community Hospital of The Monterey Peninsula,Acute Care Hospital,Community (>250 Beds),Monterey,125,1,0.409,2.45,0.06,13.62,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,050000014,"Community Memorial Hospital, San Buenaventura",Acute Care Hospital,Major Teaching,Ventura,74,0,0.152,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000195,Contra Costa Regional Medical Center,Acute Care Hospital,Community (125-250 Beds),Contra Costa,86,0,0.339,0.00,0,10.88,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000006,Corona Regional Medical Center,Acute Care Hospital,Community (125-250 Beds),Riverside,119,0,0.306,0.00,0,12.06,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030000117,Dameron Hospital,Acute Care Hospital,Community (125-250 Beds),San Joaquin,54,0,0.131,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,120000336,Delano Regional Medical Center,Acute Care Hospital,Community (<125 Beds),Kern,19,0,0.06,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000008,Desert Regional Medical Center,Acute Care Hospital,Community (>250 Beds),Riverside,173,1,0.418,2.39,0.06,13.33,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240001330,Desert Valley Hospital,Acute Care Hospital,Community (125-250 Beds),San Bernardino,64,0,0.163,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030000118,Doctors Hospital of Manteca,Acute Care Hospital,Community (<125 Beds),San Joaquin,18,0,0.042,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030000122,Doctors Medical Center,Acute Care Hospital,Community (>250 Beds),Stanislaus,141,0,0.748,0.00,0,4.93,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,070000139,Dominican Hospital,Acute Care Hospital,Community (125-250 Beds),Santa Cruz,149,1,0.43,2.33,0.06,12.96,Same,3.72,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930001709,Earl & Loraine Miller Children's Hospital,Acute Care Hospital,Pediatric,Los Angeles,2,0,0.004,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000053,East Los Angeles Doctors Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,25,0,0.061,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000183,Eden Medical Center,Acute Care Hospital,Community (125-250 Beds),Alameda,86,1,0.271,3.69,0.09,20.56,Same,,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000011,Eisenhower Medical Center,Acute Care Hospital,Major Teaching,Riverside,243,1,1.584,0.63,0.03,3.11,Same,0.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,070001351,El Camino Hospital,Acute Care Hospital,Community (>250 Beds),Santa Clara,154,0,0.485,0.00,0,7.61,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,070000136,El Camino Hospital Los Gatos,Acute Care Hospital,Community (125-250 Beds),Santa Clara,35,0,0.101,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,090000040,El Centro Regional Medical Center,Acute Care Hospital,Community (<125 Beds),Imperial,31,0,0.089,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030000125,Emanuel Medical Center,Acute Care Hospital,Community (125-250 Beds),Stanislaus,145,1,0.424,2.36,0.06,13.14,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000054,Encino Hospital Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,9,0,0.024,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,230000013,"Enloe Medical Center, Esplanade",Acute Care Hospital,Community (>250 Beds),Butte,192,0,0.422,0.00,0,8.74,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,230000019,Fairchild Medical Center,Critical Access Hospital,Critical Access,Siskiyou,17,0,0.052,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000056,Foothill Presbyterian Hospital - Johnston Memorial,Acute Care Hospital,Community (<125 Beds),Los Angeles,110,0,0.463,0.00,0,7.97,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000011,Fountain Valley Regional Hospital and Medical Center,Acute Care Hospital,Community (>250 Beds),Orange,133,2,0.916,2.18,0.26,7.89,Same,0.00,No,"Hospitals reported combined data, see Data Dictionary"
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,050000016,French Hospital Medical Center,Acute Care Hospital,Community (<125 Beds),San Luis Obispo,31,0,0.077,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000058,Garden Grove Hospital and Medical Center,Acute Care Hospital,Community (125-250 Beds),Orange,78,0,0.164,,,,,0.00,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000058,Garfield Medical Center,Acute Care Hospital,Community (125-250 Beds),Los Angeles,114,0,0.341,0.00,0,10.82,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,070000141,George L. Mee Memorial Hospital,Acute Care Hospital,Community (<125 Beds),Monterey,20,0,0.043,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000093,Glendale Memorial Hospital and Health Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,92,0,0.196,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000060,Glendora Community Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,3,0,0.008,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,050000017,Goleta Valley Cottage Hospital,Acute Care Hospital,Community (<125 Beds),Santa Barbara,34,0,0.072,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,120000319,"Good Samaritan Hospital, Bakersfield",Acute Care Hospital,Community (<125 Beds),Kern,3,0,0.006,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000068,"Good Samaritan Hospital, Los Angeles",Acute Care Hospital,Community (125-250 Beds),Los Angeles,106,0,0.285,0.00,0,12.94,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,070000153,"Good Samaritan Hospital, San Jose",Acute Care Hospital,Community (>250 Beds),Santa Clara,175,4,0.876,4.57,1.24,11.69,Worse,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000062,Greater El Monte Community Hospital,Acute Care Hospital,Community (<125 Beds),Los Angeles,30,0,0.096,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,080000045,Grossmont Hospital,Acute Care Hospital,Community (>250 Beds),San Diego,264,1,1.234,0.81,0.04,4,Same,0.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,070000142,Hazel Hawkins Memorial Hospital,Acute Care Hospital,Community (<125 Beds),San Benito,36,0,0.079,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000009,Healdsburg District Hospital,Critical Access Hospital,Critical Access,Sonoma,7,0,0.018,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000012,Hemet Valley Medical Center,Acute Care Hospital,Major Teaching,Riverside,60,1,0.134,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000063,Henry Mayo Newhall Hospital,Acute Care Hospital,Community (125-250 Beds),Los Angeles,83,0,0.167,,,,,2.63,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000014,Hi-Desert Medical Center,Acute Care Hospital,Community (<125 Beds),San Bernardino,33,0,0.114,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000034,Highland Hospital,Acute Care Hospital,Major Teaching,Alameda,91,1,0.286,3.50,0.09,19.48,Same,4.98,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060001022,Hoag Hospital Irvine,Acute Care Hospital,Community (<125 Beds),Orange,181,1,0.426,2.35,0.06,13.08,Same,8.55,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000014,Hoag Memorial Hospital Presbyterian,Acute Care Hospital,Community (>250 Beds),Orange,295,2,1.534,1.30,0.22,4.31,Same,2.14,No,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000065,Hollywood Presbyterian Medical Center,Acute Care Hospital,Community (>250 Beds),Los Angeles,120,0,0.757,0.00,0,4.87,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,060000015,Huntington Beach Hospital,Acute Care Hospital,Community (<125 Beds),Orange,51,0,0.119,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000026,Huntington Memorial Hospital,Acute Care Hospital,Community (>250 Beds),Los Angeles,296,1,1.597,0.63,0.03,3.09,Same,0.81,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,250000017,John F. Kennedy Memorial Hospital,Acute Care Hospital,Community (125-250 Beds),Riverside,84,1,0.283,3.53,0.09,19.69,Same,3.68,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000196,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,Contra Costa,49,0,0.17,,,,,4.20,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000187,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,Contra Costa,111,1,0.839,1.19,0.03,6.64,Same,1.93,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,080000144,Kaiser Foundation Hospital Zion Medical Center,Acute Care Hospital,Major Teaching,San Diego,174,0,0.934,0.00,0,3.95,Same,2.24,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,110000011,"Kaiser Foundation Hospital and Rehab Center, Vallejo",Acute Care Hospital,Major Teaching,Solano,102,1,0.316,3.17,0.08,17.63,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630011203,"Kaiser Foundation Hospital, Antioch",Acute Care Hospital,Community (125-250 Beds),Contra Costa,137,0,0.428,0.00,0,8.62,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930001543,"Kaiser Foundation Hospital, Baldwin Park",Acute Care Hospital,Community (125-250 Beds),Los Angeles,196,1,0.421,2.38,0.06,13.23,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000074,"Kaiser Foundation Hospital, Downey",Acute Care Hospital,Community (>250 Beds),Los Angeles,373,0,2.44,0.00,0,1.23,Same,0.00,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,240000024,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,San Bernardino,242,1,1.182,0.85,0.04,4.17,Same,2.22,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140001086,"Kaiser Foundation Hospital, Fremont",Acute Care Hospital,Community (<125 Beds),Alameda,57,1,0.17,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,040000949,"Kaiser Foundation Hospital, Fresno",Acute Care Hospital,Community (125-250 Beds),Fresno,95,2,0.304,6.58,0.8,23.77,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000072,"Kaiser Foundation Hospital, Los Angeles",Acute Care Hospital,Major Teaching,Los Angeles,205,1,1.446,0.69,0.04,3.41,Same,2.19,Yes,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,030000973,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,Community (<125 Beds),San Joaquin,12,0,0.033,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630011683,"Kaiser Foundation Hospital, Modesto",Acute Care Hospital,Community (125-250 Beds),Stanislaus,169,0,0.46,0.00,0,8.02,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630011959,"Kaiser Foundation Hospital, Moreno Valley",Acute Care Hospital,Community (<125 Beds),Riverside,49,0,0.103,,,,,,,
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000188,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,Alameda,138,0,0.454,0.00,0,8.13,Same,0.77,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630013398,"Kaiser Foundation Hospital, Ontario",Acute Care Hospital,Community (125-250 Beds),San Bernardino,113,0,0.266,0.00,0,13.87,Same,,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Acute Care Hospital,Major Teaching,Orange,207,2,0.478,4.18,0.51,15.11,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,630011745,"Kaiser Foundation Hospital, Orange County, Irvine",Acute Care Hospital,Community (125-250 Beds),Orange,181,1,0.44,2.27,0.06,12.66,Same,0.00,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,930000050,"Kaiser Foundation Hospital, Panorama City",Acute Care Hospital,Community (125-250 Beds),Los Angeles,176,0,0.394,0.00,0,9.36,Same,0.00,Yes,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,220000010,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Community (125-250 Beds),San Mateo,81,1,0.265,3.77,0.1,21.03,Same,,No,* See Data Dictionary
2017,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Appendix surgery,140000191,"Kaiser Foundation Hospital, Richmond Campus",Acute Care Hospital,Community (<125 Beds),Contra Costa,64,0,0.229,0.00,0,16.11,Same,,Yes,* See Data Dictionary
